"","likeCount","Comments","Author"
"5216","38","rik qw suka konten lu sampai keluarga qw semua makan jembut pakek nasi biar kenyang","Randi _saeba"
"5217","0","auto kecilin volume","Muhammad Hafidz"
"5218","0","erickontol anjing kimak mukalo kaya jembut anjingg emaklo mukanya kaya kontol mata juling pepek","Danu P"
"5219","0","tetep semangat bang","Keyfa Meikadriza"
"5220","0","hahha udh gk kuat hatinya pas menit ke brapa itu tapi tetap senyum a kontol mata juling pepek","Ayub Kristianto Kakiay"
"5221","1","akhirny","kontol bapakau meledak"
"5222","0","asli bijak bgt akhir nya wkwk","Yansen Vinan"
"5223","1","wkwk pasti abis buat ni video nangis dia wkkwkw","Cedxer Gaming"
"5224","0","jahat palkon lu","taha Spector"
"5225","0","bacot ngentoood","Ilham Basudewa"
"5226","2","bang youtube rewind kapan bang jadi nya","Solihin Fauzi"
"5227","0","i love soapkingnd kapan bang jadi nya","Muhammad Nizam"
"5228","0","cuman di sini haters jdi duit v","Anhar Scsen"
"5229","1","fix yang dislike hatrs anjikk","si kamvret"
"5230","0","sabar aja bang","Muhammad Jama"
"5231","0","intro for erickolim","Erow Official"
"5232","1","drawmylife","Pass Gaming"
"5233","0","adsense naikk","Aing kabeteh"
"5234","0","pada ngebully paling iri wkwkwk","Teguh F"
"5235","1","itu dia","FAHRUL jr03"
"5236","0","gw lapir lu ke polres wkkw","Hari Kusuma"
"5237","0","dasar kontol kau bg","wes music"
"5238","0","janji botak udah di tepatin lom shi","Rhaga"
"5239","0","panjangin aja konten yg ini","Achmad Candra"
"5240","0","haters 
gw jga bnyak bang pnya haters tpi gw acuh aja anggap haters itu sampah masyarakat terus berkarya bang karna kami soapers terus dukung lu bang tenang aja
 kata buat gw
fvck haters ngen ericko alim gitu gak bisa bro trus jan muna deh lu ngomong jorok ajh juga sering ngapain muna sih lu hatters kontol dan lu para hatters kaya yahh harus ke dokter otak buat chek tuh otak bebel bego idiot tolol","Duan Ncheek"
"5241","0","uang banyak video family friendly palalu family friendly dasar uang haramh masyarakat terus berkarya bang karna kami soapers terus dukung lu bang tenang aja
 kata buat gw
fvck haters ngen ericko alim gitu gak bisa bro trus jan muna deh lu ngomong jorok ajh juga sering ngapain muna sih lu hatters kontol dan lu para hatters kaya yahh harus ke dokter otak buat chek tuh otak bebel bego idiot tolol","Sayata2031"
"5242","0","simple gak suka gak usah nonton v





memek ngilu bangsatar uang haramh masyarakat terus berkarya bang karna kami soapers terus dukung lu bang tenang aja
 kata buat gw
fvck haters ngen ericko alim gitu gak bisa bro trus jan muna deh lu ngomong jorok ajh juga sering ngapain muna sih lu hatters kontol dan lu para hatters kaya yahh harus ke dokter otak buat chek tuh otak bebel bego idiot tolol","Cuman mau nonton"
"5243","0","banyak iklan lewat jangan di skip lah nonton dulu boyyyyyy","bimboo insidee"
"5244","0","up up up","Ferguso Tampan"
"5245","0","ngekek gua bangsat v","A'dit Fatmala"
"5246","0","leh uga","Fadila FRKW"
"5247","0","bangsat ngakak anjir","Kristian Yesaya"
"5248","0","keluarga qymak v","Bintang FasyaRamadhan"
"5249","1","bang kurangin toxic kamu supaya subscribe nya naik","Pass Gaming"
"5250","0","siapa nama pubg nya nama nya realsoapking","Fadhil Kurus"
"5251","1","cemangat eyikkk","Celiax"
"5252","1","sabar bang ericko lim","Rico Kurnia Saputra"
"5253","0","intro jadul kembaliii","ZilCard Chanel"
"5254","1","kontol jingmbaliii","RANA ANGGARA"
"5255","0","hey kalian haters anjing","Jun ior show"
"5256","0","sabar bang","Rajwa Pesex"
"5257","0","bang gw mau nanya lu nge fans gk sama bang arap","RAIANDHRA 171"
"5258","0","yg coment ini emang anak paok semua 
kaalau coment tu pikir dulu","UNFAEDAH Team"
"5259","1","motivasi banget nih si anjingemua 
kaalau coment tu pikir dulu","Syhrladtya"
"5260","0","intronya sedep bangettt dahhh","Regina Arya"
"5261","0","bang gw tau kenapa lu suka deadpool karena deadpool sange kayak abang v","Girokichi"
"5262","0","bang channel lu yang dulu maap ya bang channel yang dulu di anggap remeh tapi sekarang selamat ya bang sekarang abang udah bisa jadi yutubers yang bisa membuat yutube rewind selamat ya buat bang dylan pros bang michaelsow bang kapten liong walaupun gak ikut sih bang dan selamat juga buat abang","RANGGA #18"
"5263","0","ngaku haters ketemu minta foto kwooskwowpwowlwlowpwp","Tangi Turu"
"5264","0","weki lucu asyiqueee  foto kwooskwowpwowlwlowpwp","teta kurnia"
"5265","0","stop hate spread love v","Adzan Irsan"
"5266","0","syah goblkkk bukan isis anjing","Kontoru sama"
"5267","0","openingnya mulai membaik v","Froxs"
"5268","0","intro yg gua suka v","Aan Kholay"
"5269","0","tobat lah wahai umat manusia","Hiken No Ace"
"5270","0","lim berapa kali lo nyabun","Sabian Akbar"
"5271","0","lebay","Atta Gaming"
"5272","0","sabar aja bang","Mank BJM"
"5273","0","iklan ga gw skip iklan nya sedih coek","Just No Name"
"5274","0","anjing iklannya banyak amat v","Alifia Azhara"
"5275","0","subscribe","MhdYasir"
"5276","0","ga ada cash gagal happy","yoga tanjaya"
"5277","1","buat heters jangan buli anak saya saya anak apa salah anak apa salah saya

bacod ngentod karya terus bang erick gayyyy","Ergi Radit"
"5278","0","gua stiap nonton vidio lu selalu pke hendset jink soalnya bacotlu kebanyakan","Sandika Dup"
"5279","0","iklannya keren tod","yusril muhammad"
"5280","0","lu autis yak bang","skive 01"
"5281","0","kontol","AwIwUwEwOw ."
"5282","4","gua setuju sama lo lim kapan bikin video makan tai biar buming","Alwan Hudori"
"5283","12","pertanyaan 
ericko lim cowok apa cewek sih bingung gua","WISNU sensei"
"5284","2","rick udh bikin ktp","netizen berotak"
"5285","0","bang tdi gw nonton youtube sama keluarga gw ketik di youtube channel keluarga eh yg muncul channel lu hadeeeh v","KITO_ KITO"
"5286","0","sering bikin video tod","Roykhan Al Aushaf"
"5287","0","kalau ngatain erick jelek berarti dia ngatain yang udah ciptain erick juga dong","Fadhel Iqbal"
"5288","0","yaelah wkwkwk





pesan tersirat buat gen gledek wkwkakka","Nemesis sfs"
"5289","0","haahahaha bagus bang","yogaky Yt"
"5290","0","bang rando lu ajak ytrewind kaga","Hisyam Afif"
"5291","0","kok mirip sm skinnyfabs hatters adalah fans yg tertunda","Fidelisricky"
"5292","0","gk skip iklan anjayyy","Adrian Syamil"
"5293","1","konyol banget","Rizky Tahu"
"5294","0","iklan nya doang woy","Firdaw ZX"
"5295","0","nge hate boleh skip iklan jangan","Riyan Putra"
"5296","0","bangsat iklannya gk bisa di lewati anjing","Rama dani"
"5297","1","mendidik banget bang","Rizky Tahu"
"5298","0","io ada yang tau","Juho Lono"
"5299","0","diemin aja bang mereka juga kalo ketemu minta foto njing","Ashpotion808"
"5300","0","erickolim itu gk goblok tapi dia itu orang pinter pura pura goblok","Fadhel Iqbal"
"5301","1","bang sabar bang sabar v bersakit sakit dahulu bersenang senang kemudian","Galang Vicco"
"5302","0","bang selalu semangat buat videonya gua dukung lohh kok bangg kemudian","Michaael Gamerzz"
"5303","0","lo blng heters nambah kaya heters ngomongin lu jd yg gk kenal jd kenal helloooo pemikiran bocah ngomongin ellu aja ya amit amit deh","Azizah Siregar"
"5304","0","alah hatters akmj kalian belum tau sifat asli erickolim padahal udh ada di channel nya si daylen bang erickolim toxic itu buat para subscriber alias buat konten adsens v gk percaya liat aja channel nya saints daylen","Chandra Chan 905"
"5305","0","gara gara liat konten lu gua jadi pede sampe urat malu gua putus v","Samsul Arifin"
"5306","0","semangat ngentotttttt","Teuku Hafid"
"5307","7","warpath tapi daylen","Nayaka Ditya"
"5308","0","bang yg sabar ya gw tetep suport lo kok wkwkwkwk lu gua putus v","Kelly Gaming"
"5309","0","sok iya si kontoll ini","Mr Boy"
"5310","0","gd bang berkarya aja terus ntol gw suka gaya lu njeng","Tatag Maulana"
"5311","0","haterss ngomongin lu gadapet duit tapi lu ngomongin haters dapet duit hahaha haters itu sumber uangg ngentotttttttt","Sugiantoro"
"5312","0","ngakak sial v","rivaille akkaman"
"5313","1","slowin aja bro","ibnoe Aqqil"
"5314","0","gua ga subs lu tiap hari nonton video lu setiap iklan gua skip ya gua bangsat","Wisnu Subrata"
"5315","0","coba main game lah ngentot 
sekali reveview game ml aj 
kontol emut sendiri noh kalo main ml trozzz 
bosen kalee denger game laku di indo doank wkwkwk","Rem _"
"5316","0","ericko lim muka luh kaya seperma anjing","Ilham 977"
"5317","0","emang dah gw juga puyeng sama heter situ komen tapi kurang erik menggila mungkin di youtube doang kali tapi di real life ga alias normal kan lu belum tau kehidupannya dia dibalik layar oon v","ItzMeJaBaR"
"5318","2","asekkkk kembali lagi opening legend asu wkwkw","Anes Simanjuntak"
"5319","0","arab hapus chenel masih ada masukan eriko hapus chenel auto miskin","Azizah Siregar"
"5320","0","auto sub chenel masih ada masukan eriko hapus chenel auto miskin","Wong Tembelang"
"5321","0","bang eriko kapan ngomong toxic gw kangen sama toxic an lu bangin","sandi ojjo kendor"
"5322","0","akwowkwow kolo ga suka ga usah di tonton anjinkkk v","Reza Maulana"
"5323","1","legend intro","Afrizal Gusti"
"5324","0","harap tenang ini cobaan","Juniadi Sitorus"
"5325","0","i love ericko lim
 
i love kontol gue","Herpantat :v"
"5326","0","bacodddd luuu","Azizah Siregar"
"5327","0","yang dislike mungkin haters","ChAnNeL BiAsA tube"
"5328","1","intro mantul bowo no limit pros","Richard Rudijono"
"5329","0","bang yg nghate lu
pas lahir kontol nya kejepit pintu anjink","RENDY ADITYA"
"5330","0","ahahahahha ahahahahha ahahahahahahahhahaahhahahahahahahahahahahhaahhahahahahhahahaahhahaahahhaahhaahhaahahahahhahahahahahahahahhawhahahahhah ahahahahahahhaahhahahahahahahahahhahahahahahahahahahahahahahahahahahahahaha ahahahahahahahhahahahahhahahahahahahahahahahahahahhahahahahahahahahhahahahhhahahhahahahaahahahahhahahhahahahahahahahahahahaahahahahahahhaahhahahahahahahahahahahahahhahahahahahahahahahahhahahhahahahahhahahhahahhhahahahahahahahahhahahahahahahhhahahahahahahahahahahahahahahahahahahahahahahahahahahahhahahahahhahahahahahahahahhahahahahahahahahahahahahahahahahahahahhahahahahahhahahahaahahahhaahhaahhahahhahaahhhahahahahahahahhahhahahahahahahahahahahahahahahahahhahahahahhahahahhhahahahahahahahahahahahhahahhahahahhahahahahahahahahahahahahaahha","[GPS] Kia"
"5331","0","rick iklannya manaaaa","[RAIN] Naruto"
"5332","0","mantuuuull","Taufiq Rizky Utama"
"5333","0","uuuull","vanpeace _2104"
"5334","0","bang gua jilat sepatu makan daun tapi di bully","m ari yandra"
"5335","1","bikin kaya gini lagi bang v","jalpa pradina"
"5336","0","iklan lu kebuanyaakkaaan","MiftahHuda"
"5337","0","kalo gk berfaedah yah gak usah ditonton anjng","Triggered Connor"
"5338","466","ini otong panjangnya masih cm




 like cm supaya menjadi otong ghahhahahaahhahaahahhaahhaahhaahahahahhahahahahahahahahhawhahahahhah ahahahahahahhaahhahahahahahahahahhahahahahahahahahahahahahahahahahahahahaha ahahahahahahahhahahahahhahahahahahahahahahahahahahhahahahahahahahahhahahahhhahahhahahahaahahahahhahahhahahahahahahahahahahaahahahahahahhaahhahahahahahahahahahahahahhahahahahahahahahahahhahahhahahahahhahahhahahhhahahahahahahahahhahahahahahahhhahahahahahahahahahahahahahahahahahahahahahahahahahahahhahahahahhahahahahahahahahhahahahahahahahahahahahahahahahahahahahhahahahahahhahahahaahahahhaahhaahhahahhahaahhhahahahahahahahhahhahahahahahahahahahahahahahahahahhahahahahhahahahhhahahahahahahahahahahahhahahhahahahhahahahahahahahahahahahahaahha","abcdefghijklmnopqrstuvwxyz 12345678910"
"5339","0","gw udh subscribe lu bang","REY MARSYHAL"
"5340","0","bang terus pake intro erickonolimitpros kocak","R i g h t AmRi"
"5341","60","haters make you famous rick","Galihmaulanaa !"
"5342","0","biarin haters ngebacod gk dapat uang","Fadhel Iqbal"
"5343","0","ngakak sial","ImStillSad04GT lewian"
"5344","0","gua punya adek tahun dia bilang gurunya pernah bilang kalau gak bisa memperbaik tolong jgn merusak bayangin aja umur udh tau yg begitu masa lu udah tua gk memberi contoh yg baik dan lu pasti tau klw sekarang anak mudah udah hancur dan kebanyakan karena konten kyk lu gini patutnya lu menjadi contoh bagi subscribers lu setidaknya lu tidak nambah merusak generasi sekarang","Jhoker doofy"
"5345","4","hatres ngapain nonton orang gila gua nntn karena dia kocakgoblokhetres ngapain nonton anjing","Fian Musa"
"5346","0","sub chanel gw gw akan sub balik bos q","J CHANNEL"
"5347","0","akhirnya intro itu balik juga","Fadhil 8771"
"5348","0","akhirnya intronya ada lagi","Anime Heaven"
"5349","0","bingung gua beneran","WISNU sensei"
"5350","0","kanker ampe dengkul","Rhafaeld Akbar"
"5351","0","pertanyaan mantap njenk","M Daffa jr"
"5352","0","cm","si dupstep"
"5353","0","saya","RENGES TEAM PRO"
"5354","0","mampus otong lu cm anjink","Mc Simpsons"
"5355","0","abcdefghijklmnopqrstuvwxyz meter otong nya","MIXER 2018"
"5356","0","cm","rizky Darmawansyah"
"5357","0","you shitty right man yeaaaaaahhhhh","Exotic Frost"
"5358","0","galihmaulanaa bener banget","Angga Dwi"
"5359","0","kayak apiip","EZ CHANNEL"
"5360","0","mem k kok ngilu v wkwkw lo kira gigi njeeng","Icung Gaming"
"5361","0","nice anjing","Riky Agus"
"5362","2","gua mau ngehate lu ah di video ini biar dibacain di secmen reading haters coment berikutnya whahahaha","Rendi Septiandi"
"5363","0","hallo teman teman ayo berkunjung ke channel saya jangan lupa subscribe ya","BLACKDAY TV"
"5364","0","akhirnya intro legend v","Ivan Freeya"
"5365","0","sama aja bang 
lu mau buat baik di hate apalagi kalau lu buat yg gak baik 
yang penting buat aja apa yang lu suka kan kita yang menonton tinggal menikmati","Rendy Sang Arjuna"
"5366","0","ngakak wik wik song aja buat haters v","DrakFlame Channel"
"5367","0","woi kontol nanya ke kimi kenapa susunya gede banget dia pakek apa 





tanyain ga anjinkkk","Bagas Rahmadhan"
"5368","1","mntp i very love you soapkingg lnjt trs memek 
 
 ckingb tcha shole","Yossy Eka Hendrian"
"5369","0","pantat level njing","Dayanto Budi"
"5370","0","rick jangan sok ganteng lah mukalu kek sampah an jnk 



maap pura jadi haters wkwkwkwkwk","Diba Alam"
"5371","0"," jangan sok ganteng lah mukalu kek sampah an jnk 



maap pura jadi haters wkwkwkwkwk","Danz bagus"
"5372","0","kentod","limiteed stars"
"5373","0","haters kontol tidak berkarya banyak suara","Ibklzero rolasi"
"5374","0","namanya juga temen arap","Hitsz video"
"5375","0","anti skip skip club biar lo bisa makan tod","Afis Desta"
"5376","0","iklan ga gua skip semudah itu anjiinnnkkkkkkk","Satria Galau"
"5377","0","lakukan apa yg lo suka fighting","Aprilia Lestari"
"5378","0","rik lu kapan collabs sama qorygore manusia sesama toxic","Brokoi ox"
"5379","0","   s","Fahmi 0211"
"5380","1","dasar bocah kontolll aduhhhore manusia sesama toxic","Yossy Eka Hendrian"
"5381","0","mungkin yg nge hate belum liat channelnya filthy frank padahal ini kan cuma hiburan anjing kalo baik ya syukur kalo ga ya jgn di contoh ribet amat jadi manusia","Damn_ marr"
"5382","0","gw masih aneh aja ama para hatters jdi haters itu ga ngerti kali ya ama candaan hiburan bang ericko jdi ya slalu menganggap bang ericko itu kek kontol wkwk ya mungkin mreka blom tau arti dan makna menghibur lebih yg dalam lagi sehingga mreka ya cuma bisanya ngatain atau ngebully bang ericko wkwkyou are very entertaining banga lu tidak nambah merusak generasi sekarang","Boy rey"
"5383","1","oiya kapan bang main ff lagi","Repoto Hore"
"5384","0","hiduplu kebanyakna iklan anjeng
mati lo di siarin di iklan anjeng 
tapi gua soapers sejati bangsatt i ya slalu menganggap bang ericko itu kek kontol wkwk ya mungkin mreka blom tau arti dan makna menghibur lebih yg dalam lagi sehingga mreka ya cuma bisanya ngatain atau ngebully bang ericko wkwkyou are very entertaining banga lu tidak nambah merusak generasi sekarang","wisnu wijaya"
"5385","0","yeh goblog kapan tompelnya ilang"," FUNNY"
"5386","0","buat kyk gini versi rick seru x","vaLdo N1"
"5387","35","plis ngertiin gua bang 
lo itu malah jadi panutan gua njing karena dengan niru gaya tolol lo gua malah jadi terkenal njing padahal gua dulu cuman anak cupu sekarang gua knowtau arti dan makna menghibur lebih yg dalam lagi sehingga mreka ya cuma bisanya ngatain atau ngebully bang ericko wkwkyou are very entertaining banga lu tidak nambah merusak generasi sekarang","Repoto Hore"
"5388","0","v"," FUNNY"
"5389","0","nah ginini like it","bazeng 96"
"5391","0","bang meskipun muka lu kek kontol tapi gua suka wkwkwk ng karena dengan niru gaya tolol lo gua malah jadi terkenal njing padahal gua dulu cuman anak cupu sekarang gua knowtau arti dan makna menghibur lebih yg dalam lagi sehingga mreka ya cuma bisanya ngatain atau ngebully bang ericko wkwkyou are very entertaining banga lu tidak nambah merusak generasi sekarang","Akhmad Dafa"
"5392","0","ngakak coeg","Radian Suryo"
"5393","0","knp yah setiap gw liat video lu psti ngakak h h h","Pzera RZX"
"5394","0","lo kontol dede gaming masih mending di buat drpd yg kemaren ga produktif ytr nya","arief putra"
"5395","0","thumbnail haters kok jahat kapan haters baik konto","Kemas Kun"
"5396","0","ei ericko

vidio selanjutnya komen komen baik 






jgn dengerin apa kata org bang 

yg penting lo bisa ngibur gue


i like you youtube





gue suka lo karena kelakuanlo sama ky pink guy 





ayolahh buat aku di dlm comen baikmu banggg

plissssss","DUNIA MUSIK"
"5397","0","bang gua klik subscribenya kali","Rakha Yattaqi W"
"5398","0","ashyhadu allaa ilaaha illallah wa ashyhadu anna muhammadar rasuulullah v","Nandar Ferdian"
"5399","0","hmmmmm bau memek

btw iklannya kebanyakan ngentot","Ilham Paputungan"
"5400","0","anjirr muka nya warpath sama daylen jahahhahahahahaha ngakak","Dionpandu 9613"
"5401","0","njer miris ajggg gblkkk
mknya bikin video yg faedah tololll","Mayzax adaa"
"5402","0","nubb","Rakha Yattaqi W"
"5403","0","anjirr parahh v","Dionpandu 9613"
"5404","0","kalau gak suka jangan di tonton anjink
 lim","Ari Yadi"
"5405","0","iklannya atta halilintar","Bima Ardiansyah Haz"
"5406","0","kek buat heters kek ngakak buat heterss sebenernya ntuhh dia nonton lu duluu bang dengan tiba tiba jadi haterss pada hala mah dia juga nonton video luuu wkwkwkwkwk kek","fatihah .sabila"
"5407","0","mokad lu haters kont l dasar kau lahir dari celah batu tak ada otak","Mz Gombloh"
"5408","0","speed x gg","JGaming"
"5409","0","bang lo kg punya kursi gaming","gadis Denis"
"5410","0","gak mempan haters erick","kds chanel"
"5411","0","mantul","Mirip Alucard"
"5412","1","pepek heterssss","Fath Riandra"
"5413","0","haters i don t give a fuck","Rifathibrizi Albanjari"
"5414","0","menurut pemikiran sya cobalah sedikit menghargai karya orang lain jika anda ingin dihargai maka belajarlah untuk menghargai bang erick pasti tau konten yg dibikin itu baik atau buruk tpi kita kembalikan lagi semua kepada diri kita apakah kita harus mencontoh atau tidak ayolah kalian semua punya otak kan gunain baik chanel bang erick itu niatnya menghibur doank klo ada kata kasar didalamnya yasudahlah itukan hak dia chanel dia juga ingat satu hal kita ini sebagai penonton bukan sutradara yang harus mengatur hidup orang klo kalian heater merasa hebat knpa nggak bikin chanel youtube ajah yg menurut kalian baik dan yang terakhir pesan saya untuk teman youtube kenali terlebih dahulu dirimu baru menilai sesuatu hal 
buat bang erick saya muslim dan sya tdk mempermasalahkan konten abang yg jelas sya terhibur untuk kata kasarnya itu tak jadi masalah buat sya sya masih punya akal tentu sya tak akan meniru kata nya 
thanks bang ericko lim","YUDHY Coepezz"
"5415","0","heters itu orang yang mudah baper please jangan ngemis like yang setuju like v","Rodisetya Wardana"
"5416","0","terus saia ini apa","MiKy"
"5417","0","klo ada iklan muncul gua g jadi nonton mnding gua gnti video","ucu ucu"
"5418","0","gw suka nasehat lo bang rick pas di akhir vidio good luck bang rick","kumbang 308"
"5419","0","goblok tolol heathers bajingan","fatir 28"
"5420","0","nama intro nya apa eric","GamingFf"
"5421","0","kalau gak suka gak usah nonton anj nk wkwkk never giveup bang untuk berkarya","Arana"
"5423","0","gw gak suka konten lu anjinkkkkkk
tapi kok gw tonton sampai habis ya tolol terus kok tombol gw abu yak gak ad tombol merahnya
tod","MamBeL Z0NE"
"5424","0","i dont giveafuck with a hatrs","virgirio"
"5425","0","akhirnya setelah sekian lama intronya gw tonton sampai habis ya tolol terus kok tombol gw abu yak gak ad tombol merahnya
tod","Krisnanda k.s"
"5426","0","erick kok kontol ngentot bangsat anjing perkosa memek","Nafiel Z"
"5427","0","bener banget nih mulutnya erickontol im proud of you kingg lanjutkan apa yg lu suka salam soapers ngentodd","Bagus Othman"
"5428","0","dia ngomong kotor dia jelek biarin napa turun cuma buat menghibur kok g lu suka salam soapers ngentodd","Dary Book"
"5429","0","klo gw bikin vidio macem dia bakal auto kaya gk ya wkakaka

i love hatters","Dzakiy Abdullah"
"5430","0","itu yg ngomong bilang lewat dm mati aja sih anjing tololnya tuh ampe rohhhhhhh anying sursssss","Fauzi Ramadhan Putra"
"5431","0","i have some words for haters erick
bocah kontol","L - Vins"
"5432","0","semangat terus bang ga usah dengerin heters heters itu orang goblok","Ahmad Raihan"
"5433","2","bang rando gak ikut yutub riwen bang","dholy rr"
"5434","0","ngakak asw","Takiya XD"
"5435","0","reading haters comment sm mama lu rik","Adi Putra"
"5436","0","pertama kali gua nonnton youtube tanpa skip anjingg mantap erickoo knntollll sukses buat lo menghibur semua para sub lo a
tod","Shark Head"
"5437","0","i dont give a fuck a fucking bitch 

kocak parah jing pas disitu wkwkwk","Rama Dwi Putra"
"5438","0","syap buat konten yang ga berfaedah lagi tapi menghibur jangan pikir haters haters piki keri kan haters sumber duit ya ga","Antik Intan"
"5439","0","orang indo kebanyakan gobloknya gatau ngambil sisi baiknya","Venom CH"
"5440","0","gw selalu dukung lo kok njing h h","Eminem FAKE"
"5441","1","ajg katanya kalau jt subscribe lu pengen botak ajg boong mulu lu kontol","Vijay Yudawan"
"5442","0","bang gua termasuk haters elu tapi aku nge pens sama lo bang terus aja berkarya ya bang","W R"
"5443","0","ericko lim gak punya otak","zakaria gamerz mobile legenda"
"5444","0","kalo ga suka gausaaahh ditonton semudahh ituu","Satbangsat 17"
"5445","12","biarin apa kata orang orang bang terus berkarya dan thanks karna udah ngehibur gua orang orang yang pinter bakal tau mana yang buat candaan dan mana yang baik","M misbahul Muchtar"
"5446","0","lumayan haters banyak tapi uang lancar juga anjing","Frank Gaming"
"5447","0","bang gw suka sama konten lu semangat","kirairii 27"
"5448","1","yg dislike haters","Saka Cahyadi"
"5449","1","bangsat kau","ezGamE 7"
"5450","0","ric lo bikin video lucu kaya yakult lagi sih ric","Mikasa 23"
"5451","0","bang bang cuekin aja udh lu mendingan jadi soap king lagi dahh","Ihsan Azmmi"
"5452","12","seorang erikcolim pasti tahan sama yang namanya haters","Sandika Wijaya"
"5453","0","lu kya kontol tpi gw suap krep wkwkwkkwkwk","Neneng Susilawati"
"5454","0","be yourself d","Reyhan Ahmad"
"5455","0","wkwk w ngeliat nya ngakak anjing","Rifan Fauzi"
"5456","0","semenjak gua udh moveon dri game mobile legend toxic gua perlahan ilang","Khalisa Salsabila"
"5457","0","anjerr iklan gue kok gak bisa di skip sih xd","zakky zahky"
"5458","0","kagak tod","reada 16sdaasd"
"5459","0","sama","Gugle Id"
"5460","0","goblok","Fahmi Putra"
"5461","0","sama kita bro","abyan athaillah"
"5462","0","wkwkwkw sma kita broo","Rudy maulana"
"5463","0","wkwkwk gayanya ericko emang mantul gada obat v","SinCosTan Vlog"
"5464","0","udah jelas anjengg v dia kan yg penting adsense lancar","Indra Setiawan"
"5465","12","bang kayak nya subs lu heters dan","Daffa Gunadi"
"5466","0","bang bikin vidio tentang masa susah lu dong bang","Eko Adji Saputro"
"5467","0","rik bikin konten lo minum sperma lu rik itu pasti bakal buming bangt lain dari yang lain lo orang pertama yang bikin kontak itu pasti lo jadi lbh buming eriko lim minum sperma nanti bnyak yang kepoin lu trus bnyak yang subkribe saran gue itu konten nya 


yang suka like","wahyu Nusantara aji"
"5468","0","baca nih tod kapan lo tobat toxic","reada 16sdaasd"
"5469","0","enak dapat haters supaya tambah adsande","ninja hapres"
"5470","0","haters ibarat orang kaya 
ericko ibarat pengemis 
like dislike komen uang
jadi kalo kalian hate dia 
haters ericko uangitu pasti lo jadi lbh buming eriko lim minum sperma nanti bnyak yang kepoin lu trus bnyak yang subkribe saran gue itu konten nya 


yang suka like","SYAF KLRG"
"5471","0","ciaaa bocah kontol","reada 16sdaasd"
"5472","0","dingin gtuu","S KAMAL"
"5473","1","ah goblok lu bangsat cuman tau toxic aja bodoh coba bertobat kah","BriyensSombong"
"5474","0","semangat bang ericko lim v","kirairii 27"
"5475","0","malamnya ga bisa tidur abis baca komentar","Anone Chan"
"5476","0","toxic bukan berarti kasar kalo toxic kasar knp erickolim situ tonton welcome to indonesia everywhere toxic make we famaous","Reno Dafa"
"5477","0","toxic bukan berarti kasar kalo toxic kasar knp erickolim situ tonton welcome to indonesia everywhere toxic make we famaous","Reno Dafa"
"5478","0","toxic bukan berarti kasar kalo toxic kasar knp erickolim situ tonton welcome to indonesia everywhere toxic make we famaous","Reno Dafa"
"5479","0","hahaha bocah kontol bikin ngakak anjing","Anjar Laksana"
"5480","0","lo jelek","Alfian Pradita Irsyad"
"5481","0","eriko kontolll muka nya sangek","BT M"
"5482","0","erick emang gitu kalo dia kagak ngetoxic ya beda lagi karna cirikhasnya kntl tapi emang ngehibur ea so kalian semua kontol udh gede lu pada gak suka jan bct kek bocah aja cihhh","Awe"
"5483","21","di video video lu kaga pernah ada yang namanya give away","Ramdan Official"
"5484","1","intro gg anjing","sakpenae goblok"
"5485","1","intro dora woy anjeng","Ibnu hibban"
"5486","0","bajunya eric baju dwp tahun lalu njir","Edwa Rainal"
"5487","0","bang bahasanya jqga","Haylkal Abdul Aziz"
"5488","1","bang coba lo jangan sombong jangan so ganteng pasti itu haters balik jadi fans lo","RD Samad Suhendro"
"5489","0","heyy buat kalian 
apasih untungnya ngatain orang 
 hina orang
 jelek jelekin orang
 manfaatnya apaa 
 lu itu apaa siapa berfaedah ngak 
buat haters eri coli suadah kah anda introspeksi diri anda sebelum ngomong 
ericolim
 terserah anda lu yang besar omong gua yg dapat adsense 
 lu yg gk suka kenapa subscriber
 lu yang ngatain gua yg dapet konten
 lu yg tertawa gua yg untung
 lu yg nonton gua yg makan jembut
 lu maha benar tuh muka apa kont l
 lu yg benar gua yg di piNn bukan sutradara yang harus mengatur hidup orang klo kalian heater merasa hebat knpa nggak bikin chanel youtube ajah yg menurut kalian baik dan yang terakhir pesan saya untuk teman youtube kenali terlebih dahulu dirimu baru menilai sesuatu hal 
buat bang erick saya muslim dan sya tdk mempermasalahkan konten abang yg jelas sya terhibur untuk kata kasarnya itu tak jadi masalah buat sya sya masih punya akal tentu sya tak akan meniru kata nya 
thanks bang ericko lim","WARKOP semilir TV"
"5490","0","anggap ajah haters itu jemboeut yang muncul","Kaneki Ken"
"5491","0","elo cuma bisa ngentot aj 
kontol mulu lu itu cuba bisa bilang kontol aj babi","mua zZa"
"5492","1","soapking anti kebakaran pantad ea pepeq terus berkaraya","Nizar Konyel"
"5493","5","ericko lim jadi motivator termuda wkwkwk","Jimmy Chen"
"5494","0","nice ric","Al Fa"
"5495","0","bro kenapa endk vlog lagi","Gamers HD"
"5496","0","mantaapp anjingggg agi","Farhan Darmawan"
"5497","0","anak kontol
ngakak so har wkwkwk","Wira Yudha"
"5498","0","bang gw cewe bukan hode ya babi 
gua se lo ganteng
ps gua bukan hode bngst","Jeff No Colay"
"5499","0","sip gan wkwkwkwkwk","yatogami zeno"
